transaction_id,account_id,transaction_date,amount_ngn,merchant_id,merchant_name,merchant_category,transaction_channel,transaction_location,account_home_city,is_fraud,fraud_flag_reason
TXN0000024,ACC00001,2024-04-14 05:37:39,127831.12,MRT006,Chicken Republic VI,Food & Dining,Mobile App,Lagos,Lagos,0,
TXN0005307,ACC00102,2024-11-01 10:57:59,86569.63,MRT006,Chicken Republic VI,Food & Dining,ATM,Kano,Kano,0,
TXN0004770,ACC00092,2024-09-26 06:12:25,100268.51,MRT006,Chicken Republic VI,Food & Dining,POS,Ibadan,Ibadan,0,
TXN0003084,ACC00058,2024-04-22 08:23:19,105167.0,MRT008,ATM Withdrawal UBA,ATM,Web,Lagos,Lagos,0,
TXN0003760,ACC00070,2024-04-19 16:47:48,58321.69,MRT010,Konga Electronics,E-commerce,Web,Port Harcourt,Port Harcourt,0,
TXN0002603,ACC00050,2024-09-23 17:07:32,74027.18,MRT002,POS Terminal Lekki,POS,Mobile App,Kano,Kano,0,
TXN0000493,ACC00009,2024-06-29 23:28:21,120521.08,MRT002,POS Terminal Lekki,POS,ATM,Lagos,Lagos,0,
TXN0002963,ACC00057,2024-07-11 16:41:26,124944.23,MRT004,Netflix Subscription,Streaming,USSD,Lagos,Lagos,0,
TXN0002648,ACC00050,2024-08-22 23:47:09,122575.55,MRT002,POS Terminal Lekki,POS,ATM,Kano,Kano,0,
TXN0003564,ACC00067,2024-01-25 12:18:00,64263.92,MRT006,Chicken Republic VI,Food & Dining,Mobile App,Lagos,Lagos,0,
TXN0001142,ACC00022,2024-09-21 16:55:22,134530.31,MRT008,ATM Withdrawal UBA,ATM,Mobile App,Abuja,Abuja,0,
TXN0004060,ACC00077,2024-10-21 03:38:40,104439.81,MRT010,Konga Electronics,E-commerce,USSD,Ibadan,Ibadan,0,
TXN0004991,ACC00096,2024-03-17 01:46:09,26346.93,MRT002,POS Terminal Lekki,POS,USSD,Port Harcourt,Port Harcourt,0,
TXN0006094,ACC00117,2024-07-25 10:29:08,72432.59,MRT004,Netflix Subscription,Streaming,Mobile App,Kano,Kano,0,
TXN0003448,ACC00066,2024-10-23 06:18:07,32375.86,MRT004,Netflix Subscription,Streaming,USSD,Lagos,Lagos,0,
TXN0004342,ACC00082,2024-10-17 14:53:17,78880.16,MRT008,ATM Withdrawal UBA,ATM,Web,Abuja,Abuja,0,
TXN0005016,ACC00097,2024-11-07 03:41:20,91207.71,MRT002,POS Terminal Lekki,POS,ATM,Kano,Kano,0,
TXN0001808,ACC00034,2024-05-26 16:46:10,58849.97,MRT010,Konga Electronics,E-commerce,USSD,Abuja,Abuja,0,
TXN0002167,ACC00040,2024-03-18 19:36:05,117896.94,MRT004,Netflix Subscription,Streaming,POS,Abuja,Abuja,0,
TXN0001066,ACC00021,2024-05-30 17:17:23,137726.34,MRT008,ATM Withdrawal UBA,ATM,Mobile App,Ibadan,Ibadan,0,
TXN0003572,ACC00068,2024-07-25 01:11:31,7525.79,MRT009,Bolt Ride Hailing,Transport,USSD,Abuja,Abuja,0,
TXN0005063,ACC00097,2024-01-14 13:00:16,30184.08,MRT001,Shoprite Ikeja,Grocery,Mobile App,Kano,Kano,0,
TXN0001581,ACC00031,2024-01-25 11:08:01,96689.44,MRT009,Bolt Ride Hailing,Transport,ATM,Ibadan,Ibadan,0,
TXN0001287,ACC00025,2024-04-20 11:33:57,2937.22,MRT010,Konga Electronics,E-commerce,Web,Port Harcourt,Port Harcourt,0,
TXN0006086,ACC00116,2024-11-27 16:37:13,114482.87,MRT001,Shoprite Ikeja,Grocery,USSD,Ibadan,Ibadan,0,
TXN0005525,ACC00107,2024-07-18 10:17:08,35738.08,MRT001,Shoprite Ikeja,Grocery,POS,Ibadan,Ibadan,0,
TXN0002003,ACC00037,2024-06-19 12:47:14,115498.29,MRT007,EKEDC Electricity,Utilities,Mobile App,Port Harcourt,Port Harcourt,0,
TXN0001020,ACC00020,2024-12-19 19:00:37,61441.1,MRT005,Jumia Online Store,E-commerce,ATM,Port Harcourt,Port Harcourt,0,
TXN0002574,ACC00049,2024-06-07 14:01:53,44586.85,MRT010,Konga Electronics,E-commerce,Mobile App,Lagos,Lagos,0,
TXN0004728,ACC00090,2024-08-31 11:14:34,93798.14,MRT005,Jumia Online Store,E-commerce,Mobile App,Abuja,Abuja,0,
TXN0005134,ACC00099,2024-12-08 09:33:39,65958.63,MRT006,Chicken Republic VI,Food & Dining,USSD,Port Harcourt,Port Harcourt,0,
TXN0001146,ACC00022,2024-07-19 14:10:05,1953.62,MRT009,Bolt Ride Hailing,Transport,POS,Abuja,Abuja,0,
TXN0000750,ACC00015,2024-01-23 18:06:35,79650.13,MRT008,ATM Withdrawal UBA,ATM,USSD,Abuja,Abuja,0,
TXN0003662,ACC00069,2024-10-04 03:20:51,73876.07,MRT010,Konga Electronics,E-commerce,Web,Abuja,Abuja,0,
TXN0004306,ACC00082,2024-04-25 10:09:51,98856.01,MRT009,Bolt Ride Hailing,Transport,Mobile App,Abuja,Abuja,0,
TXN0003951,ACC00074,2024-06-26 10:52:27,18488.59,MRT004,Netflix Subscription,Streaming,Mobile App,Ibadan,Ibadan,0,
TXN0001511,ACC00029,2024-08-13 08:29:49,144279.79,MRT008,ATM Withdrawal UBA,ATM,Mobile App,Port Harcourt,Port Harcourt,0,
TXN0005792,ACC00110,2024-05-04 22:59:37,14006.96,MRT007,EKEDC Electricity,Utilities,POS,Lagos,Lagos,0,
TXN0005944,ACC00112,2024-01-12 15:21:10,48586.92,MRT008,ATM Withdrawal UBA,ATM,USSD,Abuja,Abuja,0,
TXN0001766,ACC00034,2024-04-22 20:29:19,28723.36,MRT007,EKEDC Electricity,Utilities,Mobile App,Abuja,Abuja,0,
TXN0003476,ACC00066,2024-07-31 06:32:34,83722.83,MRT005,Jumia Online Store,E-commerce,POS,Lagos,Lagos,0,
TXN0001200,ACC00024,2024-01-14 15:40:05,129125.14,MRT006,Chicken Republic VI,Food & Dining,POS,Lagos,Lagos,0,
TXN0005454,ACC00105,2024-02-14 17:12:55,114371.72,MRT008,ATM Withdrawal UBA,ATM,ATM,Kano,Kano,0,
TXN0002932,ACC00056,2024-06-29 04:27:18,122117.29,MRT007,EKEDC Electricity,Utilities,Web,Abuja,Abuja,0,
TXN0000671,ACC00013,2024-06-12 10:43:56,82180.26,MRT006,Chicken Republic VI,Food & Dining,Web,Port Harcourt,Port Harcourt,0,
TXN0001447,ACC00028,2024-09-23 19:47:30,130845.33,MRT010,Konga Electronics,E-commerce,POS,Ibadan,Ibadan,0,
TXN0001589,ACC00031,2024-01-06 13:53:36,95082.89,MRT003,MTN Airtime Top-up,Telecom,POS,Ibadan,Ibadan,0,
TXN0000125,ACC00003,2024-11-27 09:39:46,16444.66,MRT008,ATM Withdrawal UBA,ATM,ATM,Kano,Kano,0,
TXN0001126,ACC00022,2024-04-21 01:46:26,5524.6,MRT004,Netflix Subscription,Streaming,USSD,Abuja,Abuja,0,
TXN0004964,ACC00095,2024-04-07 04:11:54,7520.27,MRT003,MTN Airtime Top-up,Telecom,ATM,Port Harcourt,Port Harcourt,0,
TXN0000387,ACC00007,2024-04-29 11:45:54,89737.99,MRT001,Shoprite Ikeja,Grocery,POS,Port Harcourt,Port Harcourt,0,
TXN0000169,ACC00003,2024-07-23 07:28:21,111976.96,MRT002,POS Terminal Lekki,POS,ATM,Kano,Kano,0,
TXN0005987,ACC00113,2024-12-29 02:20:29,139816.41,MRT006,Chicken Republic VI,Food & Dining,ATM,Kano,Kano,0,
TXN0006146,ACC00118,2024-06-09 11:56:40,27939.2,MRT008,ATM Withdrawal UBA,ATM,POS,Port Harcourt,Port Harcourt,0,
TXN0000862,ACC00017,2024-10-24 06:44:18,135003.21,MRT004,Netflix Subscription,Streaming,USSD,Abuja,Abuja,0,
TXN0001397,ACC00027,2024-11-14 12:05:07,7813.36,MRT004,Netflix Subscription,Streaming,Web,Kano,Kano,0,
TXN0002582,ACC00050,2024-02-06 09:15:50,27636.27,MRT008,ATM Withdrawal UBA,ATM,Web,Kano,Kano,0,
TXN0004147,ACC00079,2024-05-22 17:21:36,17772.66,MRT005,Jumia Online Store,E-commerce,ATM,Kano,Kano,0,
TXN0005543,ACC00107,2024-07-16 12:15:30,87226.54,MRT010,Konga Electronics,E-commerce,POS,Ibadan,Ibadan,0,
TXN0001691,ACC00032,2024-09-15 23:50:39,120036.64,MRT003,MTN Airtime Top-up,Telecom,ATM,Port Harcourt,Port Harcourt,0,
TXN0004778,ACC00092,2024-01-09 20:53:22,96615.29,MRT003,MTN Airtime Top-up,Telecom,Web,Ibadan,Ibadan,0,
TXN0004753,ACC00091,2024-04-13 14:33:13,18762.4,MRT007,EKEDC Electricity,Utilities,ATM,Ibadan,Ibadan,0,
TXN0003002,ACC00057,2024-12-14 14:36:46,66809.5,MRT004,Netflix Subscription,Streaming,POS,Lagos,Lagos,0,
TXN0003234,ACC00061,2024-08-26 00:49:58,105993.12,MRT003,MTN Airtime Top-up,Telecom,Web,Kano,Kano,0,
TXN0000424,ACC00008,2024-11-10 02:41:30,49937.27,MRT002,POS Terminal Lekki,POS,ATM,Ibadan,Ibadan,0,
TXN0003310,ACC00062,2024-01-05 12:00:50,98245.68,MRT008,ATM Withdrawal UBA,ATM,ATM,Lagos,Lagos,0,
TXN0002193,ACC00041,2024-09-01 10:59:03,130991.3,MRT005,Jumia Online Store,E-commerce,USSD,Ibadan,Ibadan,0,
TXN0001961,ACC00036,2024-09-27 07:29:33,128922.3,MRT004,Netflix Subscription,Streaming,Web,Ibadan,Ibadan,0,
TXN0000520,ACC00010,2024-07-03 20:41:20,95693.84,MRT001,Shoprite Ikeja,Grocery,Web,Ibadan,Ibadan,0,
TXN0004748,ACC00091,2024-01-30 06:25:58,35822.67,MRT005,Jumia Online Store,E-commerce,USSD,Ibadan,Ibadan,0,
TXN0002510,ACC00047,2024-03-28 04:23:37,738712.91,MRT014,FX Bureau Lagos,FX,Mobile App,Abuja,Abuja,1,Large transaction at unusual hour (1am–4am)
TXN0002545,ACC00048,2024-10-15 12:37:41,79564.88,MRT010,Konga Electronics,E-commerce,POS,Kano,Kano,0,
TXN0001557,ACC00030,2024-10-25 18:56:48,103987.11,MRT007,EKEDC Electricity,Utilities,POS,Abuja,Abuja,0,
TXN0003843,ACC00072,2024-03-25 18:18:50,38016.99,MRT007,EKEDC Electricity,Utilities,POS,Abuja,Abuja,0,
TXN0005438,ACC00105,2024-06-09 18:16:13,37578.04,MRT007,EKEDC Electricity,Utilities,POS,Kano,Kano,0,
TXN0003753,ACC00070,2024-07-20 04:33:03,3110.54,MRT009,Bolt Ride Hailing,Transport,Web,Port Harcourt,Port Harcourt,0,
TXN0006119,ACC00117,2024-08-19 12:48:41,64645.11,MRT008,ATM Withdrawal UBA,ATM,POS,Kano,Kano,0,
TXN0001064,ACC00021,2024-03-31 00:03:56,40021.39,MRT002,POS Terminal Lekki,POS,Web,Ibadan,Ibadan,0,
TXN0000587,ACC00011,2024-12-27 03:30:19,77641.09,MRT004,Netflix Subscription,Streaming,USSD,Abuja,Abuja,0,
TXN0000849,ACC00017,2024-11-28 20:51:19,97283.29,MRT004,Netflix Subscription,Streaming,Web,Abuja,Abuja,0,
TXN0006085,ACC00116,2024-05-12 13:45:47,39309.8,MRT006,Chicken Republic VI,Food & Dining,ATM,Ibadan,Ibadan,0,
TXN0003743,ACC00070,2024-10-24 19:00:08,115398.11,MRT004,Netflix Subscription,Streaming,POS,Port Harcourt,Port Harcourt,0,
TXN0000609,ACC00011,2024-09-22 21:50:07,62636.75,MRT008,ATM Withdrawal UBA,ATM,ATM,Abuja,Abuja,0,
TXN0005995,ACC00114,2024-07-06 17:21:33,146046.37,MRT005,Jumia Online Store,E-commerce,Web,Lagos,Lagos,0,
TXN0002204,ACC00041,2024-04-08 20:23:04,13171.46,MRT009,Bolt Ride Hailing,Transport,Mobile App,Ibadan,Ibadan,0,
TXN0002334,ACC00043,2024-10-26 12:45:39,76686.45,MRT006,Chicken Republic VI,Food & Dining,ATM,Abuja,Abuja,0,
TXN0001007,ACC00020,2024-09-22 01:50:23,57515.2,MRT006,Chicken Republic VI,Food & Dining,Mobile App,Port Harcourt,Port Harcourt,0,
TXN0004476,ACC00086,2024-04-10 02:05:50,47603.53,MRT010,Konga Electronics,E-commerce,Mobile App,Port Harcourt,Port Harcourt,0,
TXN0004215,ACC00080,2024-11-27 00:54:04,24030.41,MRT005,Jumia Online Store,E-commerce,USSD,Abuja,Abuja,0,
TXN0003737,ACC00070,2024-11-24 17:31:33,30517.83,MRT008,ATM Withdrawal UBA,ATM,USSD,Port Harcourt,Port Harcourt,0,
TXN0000119,ACC00003,2024-02-25 13:57:13,69441.91,MRT004,Netflix Subscription,Streaming,POS,Kano,Kano,0,
TXN0000165,ACC00003,2024-02-20 11:36:52,37972.8,MRT009,Bolt Ride Hailing,Transport,Web,Kano,Kano,0,
TXN0002789,ACC00054,2024-03-24 13:39:42,56108.66,MRT006,Chicken Republic VI,Food & Dining,POS,Ibadan,Ibadan,0,
TXN0005149,ACC00099,2024-12-16 10:10:11,16517.45,MRT006,Chicken Republic VI,Food & Dining,ATM,Port Harcourt,Port Harcourt,0,
TXN0003334,ACC00063,2024-05-11 04:16:12,63668.22,MRT005,Jumia Online Store,E-commerce,Mobile App,Lagos,Lagos,0,
TXN0002484,ACC00046,2024-10-06 00:35:45,187334.34,MRT011,Unknown Vendor XJ9,Unknown,Web,New York,Abuja,1,Geographic anomaly: transaction far from home city
TXN0000624,ACC00011,2024-07-28 05:41:12,48886.22,MRT003,MTN Airtime Top-up,Telecom,POS,Abuja,Abuja,0,
TXN0001172,ACC00023,2024-02-26 15:21:43,71211.56,MRT003,MTN Airtime Top-up,Telecom,Mobile App,Abuja,Abuja,0,
TXN0005066,ACC00097,2024-05-27 06:18:05,125196.63,MRT008,ATM Withdrawal UBA,ATM,POS,Kano,Kano,0,
TXN0005091,ACC00098,2024-08-21 20:11:41,117716.72,MRT003,MTN Airtime Top-up,Telecom,Mobile App,Ibadan,Ibadan,0,
TXN0002040,ACC00038,2024-06-14 00:13:52,71699.83,MRT003,MTN Airtime Top-up,Telecom,ATM,Abuja,Abuja,0,
TXN0003413,ACC00065,2024-08-16 00:29:55,47487.29,MRT009,Bolt Ride Hailing,Transport,POS,Port Harcourt,Port Harcourt,0,
TXN0001697,ACC00032,2024-10-30 10:05:19,29759.49,MRT005,Jumia Online Store,E-commerce,Mobile App,Port Harcourt,Port Harcourt,0,
TXN0001506,ACC00029,2024-05-29 09:48:03,34248.27,MRT006,Chicken Republic VI,Food & Dining,ATM,Port Harcourt,Port Harcourt,0,
TXN0002100,ACC00038,2024-01-18 15:56:54,382632.33,MRT015,Sports Betting GG,Gambling,Web,London,Abuja,1,Geographic anomaly: transaction far from home city
TXN0001166,ACC00023,2024-07-02 01:15:25,51792.92,MRT010,Konga Electronics,E-commerce,Web,Abuja,Abuja,0,
TXN0002117,ACC00039,2024-03-15 09:01:05,122533.98,MRT002,POS Terminal Lekki,POS,POS,Ibadan,Ibadan,0,
TXN0001551,ACC00030,2024-01-23 02:10:40,98662.53,MRT010,Konga Electronics,E-commerce,Web,Abuja,Abuja,0,
TXN0006130,ACC00117,2024-09-09 22:04:44,64175.99,MRT008,ATM Withdrawal UBA,ATM,Mobile App,Kano,Kano,0,
TXN0003228,ACC00060,2024-07-14 06:22:25,91212.77,MRT001,Shoprite Ikeja,Grocery,Mobile App,Port Harcourt,Port Harcourt,0,
TXN0005999,ACC00114,2024-02-28 13:42:21,50773.62,MRT002,POS Terminal Lekki,POS,ATM,Lagos,Lagos,0,
TXN0002400,ACC00044,2024-05-04 03:17:18,119728.96,MRT006,Chicken Republic VI,Food & Dining,Web,Kano,Kano,0,
TXN0001458,ACC00028,2024-02-20 12:22:39,70874.97,MRT001,Shoprite Ikeja,Grocery,Mobile App,Ibadan,Ibadan,0,
TXN0002209,ACC00041,2024-04-16 00:43:33,4195.37,MRT007,EKEDC Electricity,Utilities,ATM,Ibadan,Ibadan,0,
TXN0000505,ACC00010,2024-11-13 16:16:28,114768.66,MRT001,Shoprite Ikeja,Grocery,ATM,Ibadan,Ibadan,0,
TXN0005695,ACC00109,2024-04-21 15:24:47,109433.8,MRT006,Chicken Republic VI,Food & Dining,Web,Port Harcourt,Port Harcourt,0,
TXN0000813,ACC00016,2024-02-19 00:08:19,63794.55,MRT001,Shoprite Ikeja,Grocery,ATM,Ibadan,Ibadan,0,
TXN0003340,ACC00063,2024-03-24 13:53:44,41580.62,MRT007,EKEDC Electricity,Utilities,Web,Lagos,Lagos,0,
TXN0005942,ACC00112,2024-11-08 14:23:48,10727.83,MRT001,Shoprite Ikeja,Grocery,Web,Abuja,Abuja,0,
TXN0005726,ACC00109,2024-11-17 06:09:19,65501.84,MRT009,Bolt Ride Hailing,Transport,POS,Port Harcourt,Port Harcourt,0,
TXN0004450,ACC00085,2024-12-21 10:36:28,110906.68,MRT009,Bolt Ride Hailing,Transport,POS,Lagos,Lagos,0,
TXN0000838,ACC00017,2024-12-07 11:58:25,4827.75,MRT010,Konga Electronics,E-commerce,Web,Abuja,Abuja,0,
TXN0005001,ACC00096,2024-04-30 07:11:59,18949.18,MRT003,MTN Airtime Top-up,Telecom,USSD,Port Harcourt,Port Harcourt,0,
TXN0005840,ACC00111,2024-01-03 20:15:12,113815.31,MRT005,Jumia Online Store,E-commerce,Mobile App,Ibadan,Ibadan,0,
TXN0005390,ACC00104,2024-05-08 03:20:28,41107.07,MRT007,EKEDC Electricity,Utilities,USSD,Kano,Kano,0,
TXN0002578,ACC00049,2024-09-10 22:05:17,130568.86,MRT005,Jumia Online Store,E-commerce,USSD,Lagos,Lagos,0,
TXN0001583,ACC00031,2024-01-15 09:15:46,8880.14,MRT006,Chicken Republic VI,Food & Dining,Mobile App,Ibadan,Ibadan,0,
TXN0005064,ACC00097,2024-06-26 11:57:33,137441.89,MRT007,EKEDC Electricity,Utilities,Mobile App,Kano,Kano,0,
TXN0001810,ACC00034,2024-05-10 11:26:37,75663.89,MRT008,ATM Withdrawal UBA,ATM,POS,Abuja,Abuja,0,
TXN0004503,ACC00086,2024-03-16 14:47:26,122334.49,MRT003,MTN Airtime Top-up,Telecom,Web,Port Harcourt,Port Harcourt,0,
TXN0002565,ACC00049,2024-04-10 12:30:48,127945.02,MRT005,Jumia Online Store,E-commerce,POS,Lagos,Lagos,0,
TXN0001960,ACC00036,2024-01-06 09:19:58,17230.92,MRT004,Netflix Subscription,Streaming,Mobile App,Ibadan,Ibadan,0,
TXN0001601,ACC00031,2024-01-07 01:41:06,12568.03,MRT008,ATM Withdrawal UBA,ATM,Mobile App,Ibadan,Ibadan,0,
TXN0003765,ACC00070,2024-05-30 20:37:58,132349.65,MRT005,Jumia Online Store,E-commerce,POS,Port Harcourt,Port Harcourt,0,
TXN0002866,ACC00055,2024-06-24 18:41:24,110354.84,MRT008,ATM Withdrawal UBA,ATM,USSD,Lagos,Lagos,0,
TXN0001008,ACC00020,2024-05-29 20:37:27,81265.48,MRT005,Jumia Online Store,E-commerce,POS,Port Harcourt,Port Harcourt,0,
TXN0000541,ACC00010,2024-02-05 13:01:56,141472.55,MRT001,Shoprite Ikeja,Grocery,ATM,Ibadan,Ibadan,0,
TXN0003303,ACC00062,2024-06-14 07:55:01,43102.14,MRT003,MTN Airtime Top-up,Telecom,ATM,Lagos,Lagos,0,
TXN0003302,ACC00062,2024-06-18 02:13:40,51268.21,MRT002,POS Terminal Lekki,POS,Web,Lagos,Lagos,0,
TXN0005278,ACC00101,2024-03-25 01:23:13,99986.96,MRT007,EKEDC Electricity,Utilities,POS,Kano,Kano,0,
TXN0005378,ACC00104,2024-01-03 10:50:26,100515.86,MRT008,ATM Withdrawal UBA,ATM,Web,Kano,Kano,0,
TXN0006046,ACC00115,2024-05-11 14:17:32,6527.6,MRT004,Netflix Subscription,Streaming,ATM,Port Harcourt,Port Harcourt,0,
TXN0000226,ACC00005,2024-05-16 08:29:12,35822.19,MRT003,MTN Airtime Top-up,Telecom,Web,Kano,Kano,0,
TXN0004026,ACC00076,2024-12-14 15:04:20,357801.81,MRT015,Sports Betting GG,Gambling,Web,London,Port Harcourt,1,Foreign transaction: cross-border anomaly
TXN0004909,ACC00094,2024-08-13 15:37:37,27667.93,MRT007,EKEDC Electricity,Utilities,Mobile App,Abuja,Abuja,0,
TXN0001316,ACC00026,2024-05-13 19:12:17,98483.77,MRT010,Konga Electronics,E-commerce,POS,Ibadan,Ibadan,0,
TXN0000355,ACC00007,2024-03-02 09:24:59,62635.45,MRT008,ATM Withdrawal UBA,ATM,ATM,Port Harcourt,Port Harcourt,0,
TXN0003500,ACC00066,2024-12-12 21:37:59,707070.19,MRT013,Wire Transfer INT,Wire Transfer,Web,London,Lagos,1,Foreign transaction: cross-border anomaly
TXN0000656,ACC00012,2024-09-06 03:55:23,10727.54,MRT003,MTN Airtime Top-up,Telecom,USSD,Kano,Kano,0,
TXN0004160,ACC00079,2024-08-02 05:20:50,6558.4,MRT008,ATM Withdrawal UBA,ATM,ATM,Kano,Kano,0,
TXN0005981,ACC00113,2024-08-04 20:03:09,12919.59,MRT007,EKEDC Electricity,Utilities,ATM,Kano,Kano,0,
TXN0000513,ACC00010,2024-11-09 02:01:39,16498.96,MRT003,MTN Airtime Top-up,Telecom,Mobile App,Ibadan,Ibadan,0,
TXN0006112,ACC00117,2024-11-05 15:39:52,77793.37,MRT005,Jumia Online Store,E-commerce,USSD,Kano,Kano,0,
TXN0002714,ACC00052,2024-07-12 23:10:15,17484.23,MRT006,Chicken Republic VI,Food & Dining,ATM,Port Harcourt,Port Harcourt,0,
TXN0001929,ACC00036,2024-04-03 05:42:32,13833.65,MRT007,EKEDC Electricity,Utilities,Web,Ibadan,Ibadan,0,
TXN0003697,ACC00069,2024-11-19 00:39:34,117717.37,MRT007,EKEDC Electricity,Utilities,Mobile App,Abuja,Abuja,0,
TXN0001412,ACC00027,2024-06-14 20:25:41,127245.8,MRT010,Konga Electronics,E-commerce,POS,Kano,Kano,0,
TXN0002862,ACC00055,2024-02-12 11:33:05,122929.5,MRT001,Shoprite Ikeja,Grocery,USSD,Lagos,Lagos,0,
TXN0001393,ACC00027,2024-08-24 02:49:15,36062.81,MRT008,ATM Withdrawal UBA,ATM,USSD,Kano,Kano,0,
TXN0004086,ACC00078,2024-12-25 12:35:41,31131.46,MRT007,EKEDC Electricity,Utilities,USSD,Abuja,Abuja,0,
TXN0004938,ACC00095,2024-10-26 23:17:18,19453.2,MRT009,Bolt Ride Hailing,Transport,POS,Port Harcourt,Port Harcourt,0,
TXN0003867,ACC00073,2024-01-26 23:36:35,106050.6,MRT006,Chicken Republic VI,Food & Dining,USSD,Lagos,Lagos,0,
TXN0002802,ACC00054,2024-01-02 19:18:47,43012.69,MRT008,ATM Withdrawal UBA,ATM,ATM,Ibadan,Ibadan,0,
TXN0001849,ACC00035,2024-06-07 14:20:09,129503.54,MRT005,Jumia Online Store,E-commerce,Mobile App,Port Harcourt,Port Harcourt,0,
TXN0000329,ACC00006,2024-02-04 02:16:08,100342.05,MRT006,Chicken Republic VI,Food & Dining,Mobile App,Abuja,Abuja,0,
TXN0000428,ACC00008,2024-11-17 04:06:13,77534.46,MRT007,EKEDC Electricity,Utilities,Mobile App,Ibadan,Ibadan,0,
TXN0002517,ACC00048,2024-02-16 03:13:28,73615.64,MRT007,EKEDC Electricity,Utilities,ATM,Kano,Kano,0,
TXN0000803,ACC00016,2024-03-28 20:43:51,84854.86,MRT005,Jumia Online Store,E-commerce,Web,Ibadan,Ibadan,0,
TXN0001445,ACC00028,2024-03-20 16:28:56,69175.58,MRT001,Shoprite Ikeja,Grocery,USSD,Ibadan,Ibadan,0,
TXN0002845,ACC00055,2024-07-20 09:52:27,16823.09,MRT007,EKEDC Electricity,Utilities,Mobile App,Lagos,Lagos,0,
TXN0002519,ACC00048,2024-07-13 21:39:39,20146.94,MRT007,EKEDC Electricity,Utilities,Mobile App,Kano,Kano,0,
TXN0000485,ACC00009,2024-11-08 11:53:14,108783.63,MRT010,Konga Electronics,E-commerce,USSD,Lagos,Lagos,0,
TXN0000053,ACC00002,2024-04-25 11:31:55,148509.67,MRT010,Konga Electronics,E-commerce,POS,Lagos,Lagos,0,
TXN0006134,ACC00117,2024-06-05 22:56:07,83242.11,MRT010,Konga Electronics,E-commerce,Mobile App,Kano,Kano,0,
TXN0001004,ACC00020,2024-11-15 21:19:56,17650.93,MRT001,Shoprite Ikeja,Grocery,POS,Port Harcourt,Port Harcourt,0,
TXN0002969,ACC00057,2024-01-20 23:49:08,81310.43,MRT010,Konga Electronics,E-commerce,Mobile App,Lagos,Lagos,0,
TXN0001807,ACC00034,2024-01-08 22:09:46,88404.39,MRT008,ATM Withdrawal UBA,ATM,POS,Abuja,Abuja,0,
TXN0003603,ACC00068,2024-05-07 16:54:52,100213.28,MRT007,EKEDC Electricity,Utilities,POS,Abuja,Abuja,0,
TXN0002685,ACC00052,2024-12-06 18:02:27,93281.75,MRT001,Shoprite Ikeja,Grocery,Mobile App,Port Harcourt,Port Harcourt,0,
TXN0003198,ACC00060,2024-05-16 02:27:24,132559.81,MRT009,Bolt Ride Hailing,Transport,POS,Port Harcourt,Port Harcourt,0,
TXN0001167,ACC00023,2024-07-12 16:52:24,31974.61,MRT007,EKEDC Electricity,Utilities,POS,Abuja,Abuja,0,
TXN0004722,ACC00090,2024-10-17 01:36:49,19895.62,MRT001,Shoprite Ikeja,Grocery,USSD,Abuja,Abuja,0,
TXN0002811,ACC00054,2024-02-23 21:05:54,149034.29,MRT002,POS Terminal Lekki,POS,ATM,Ibadan,Ibadan,0,
TXN0001907,ACC00036,2024-05-02 13:04:23,114669.47,MRT008,ATM Withdrawal UBA,ATM,Web,Ibadan,Ibadan,0,
TXN0001920,ACC00036,2024-06-02 01:55:43,88755.61,MRT006,Chicken Republic VI,Food & Dining,Mobile App,Ibadan,Ibadan,0,
TXN0002571,ACC00049,2024-07-26 14:47:09,709.29,MRT002,POS Terminal Lekki,POS,POS,Lagos,Lagos,0,
TXN0005467,ACC00106,2024-01-01 21:35:39,141018.11,MRT009,Bolt Ride Hailing,Transport,Mobile App,Ibadan,Ibadan,0,
TXN0002877,ACC00055,2024-12-06 05:46:37,26655.36,MRT009,Bolt Ride Hailing,Transport,POS,Lagos,Lagos,0,
TXN0000960,ACC00019,2024-07-12 17:25:11,79789.47,MRT001,Shoprite Ikeja,Grocery,Mobile App,Kano,Kano,0,
TXN0003245,ACC00061,2024-06-07 22:30:02,95477.31,MRT003,MTN Airtime Top-up,Telecom,Mobile App,Kano,Kano,0,
TXN0000890,ACC00017,2024-05-01 04:54:38,15854.88,MRT003,MTN Airtime Top-up,Telecom,USSD,Abuja,Abuja,0,
TXN0001410,ACC00027,2024-08-09 21:31:37,148084.79,MRT009,Bolt Ride Hailing,Transport,ATM,Kano,Kano,0,
TXN0006167,ACC00119,2024-10-17 13:34:38,149060.74,MRT008,ATM Withdrawal UBA,ATM,ATM,Kano,Kano,0,
TXN0004903,ACC00094,2024-10-04 01:12:07,39168.39,MRT002,POS Terminal Lekki,POS,Mobile App,Abuja,Abuja,0,
TXN0000930,ACC00019,2024-01-05 19:12:19,115245.54,MRT009,Bolt Ride Hailing,Transport,USSD,Kano,Kano,0,
TXN0005790,ACC00110,2024-03-22 03:53:19,36678.18,MRT006,Chicken Republic VI,Food & Dining,USSD,Lagos,Lagos,0,
TXN0002547,ACC00048,2024-02-03 21:03:12,20007.57,MRT002,POS Terminal Lekki,POS,USSD,Kano,Kano,0,
TXN0002374,ACC00044,2024-01-02 05:09:55,2986.23,MRT006,Chicken Republic VI,Food & Dining,POS,Kano,Kano,0,
